Hour,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
2149,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2150,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2151,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2152,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2153,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2154,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2155,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2156,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2157,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2158,0,432,864,1295,1727,2159,2591,3023,3455,3886,4318,4750,5182,5614,6045,6477,6909,7341,7773,8205,8636,9068,9500,9932,10364,10795,11227,11659,12091,12523,12955,13386,13818,14250,14682,15114
2159,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2160,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2161,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2162,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2163,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2164,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2165,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2166,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2167,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2168,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2169,0,464,927,1391,1855,2318,2782,3245,3709,4173,4636,5100,5564,6027,6491,6955,7418,7882,8345,8809,9273,9736,10200,10664,11127,11591,12055,12518,12982,13445,13909,14373,14836,15300,15764,16227
2170,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2171,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2172,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2173,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2174,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2175,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2176,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2177,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2178,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2179,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2180,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2181,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2182,0,432,864,1295,1727,2159,2591,3023,3455,3886,4318,4750,5182,5614,6045,6477,6909,7341,7773,8205,8636,9068,9500,9932,10364,10795,11227,11659,12091,12523,12955,13386,13818,14250,14682,15114
2183,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2184,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2185,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2186,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2187,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2188,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2189,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2190,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2191,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2192,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2193,0,464,927,1391,1855,2318,2782,3245,3709,4173,4636,5100,5564,6027,6491,6955,7418,7882,8345,8809,9273,9736,10200,10664,11127,11591,12055,12518,12982,13445,13909,14373,14836,15300,15764,16227
2194,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2195,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2196,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2197,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2198,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2199,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2200,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2201,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2202,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2203,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2204,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2205,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2206,0,432,864,1295,1727,2159,2591,3023,3455,3886,4318,4750,5182,5614,6045,6477,6909,7341,7773,8205,8636,9068,9500,9932,10364,10795,11227,11659,12091,12523,12955,13386,13818,14250,14682,15114
2207,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2208,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2209,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2210,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2211,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2212,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2213,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2214,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2215,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2216,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2217,0,464,927,1391,1855,2318,2782,3245,3709,4173,4636,5100,5564,6027,6491,6955,7418,7882,8345,8809,9273,9736,10200,10664,11127,11591,12055,12518,12982,13445,13909,14373,14836,15300,15764,16227
2218,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2219,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2220,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2221,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2222,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2223,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2224,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2225,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2226,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2227,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2228,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2229,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2230,0,432,864,1295,1727,2159,2591,3023,3455,3886,4318,4750,5182,5614,6045,6477,6909,7341,7773,8205,8636,9068,9500,9932,10364,10795,11227,11659,12091,12523,12955,13386,13818,14250,14682,15114
2231,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2232,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2233,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2234,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2235,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2236,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2237,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2238,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2239,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2240,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2241,0,464,927,1391,1855,2318,2782,3245,3709,4173,4636,5100,5564,6027,6491,6955,7418,7882,8345,8809,9273,9736,10200,10664,11127,11591,12055,12518,12982,13445,13909,14373,14836,15300,15764,16227
2242,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2243,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2244,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2245,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2246,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2247,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
2248,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2249,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2250,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2251,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2252,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2253,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
2254,0,432,864,1295,1727,2159,2591,3023,3455,3886,4318,4750,5182,5614,6045,6477,6909,7341,7773,8205,8636,9068,9500,9932,10364,10795,11227,11659,12091,12523,12955,13386,13818,14250,14682,15114
2255,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2256,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2257,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2258,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2259,0,677,1355,2032,2709,3386,4064,4741,5418,6095,6773,7450,8127,8805,9482,10159,10836,11514,12191,12868,13545,14223,14900,15577,16255,16932,17609,18286,18964,19641,20318,20995,21673,22350,23027,23705
2260,0,409,818,1227,1636,2045,2455,2864,3273,3682,4091,4500,4909,5318,5727,6136,6545,6955,7364,7773,8182,8591,9000,9409,9818,10227,10636,11045,11455,11864,12273,12682,13091,13500,13909,14318
